#
#  lco_lactis_1064-c11_scyc 1.0 Reactions link table generated on Tue Oct 24, 2023
#
RXN-20178	EC-1.8.98.7
HISTAMINOTRANS-RXN	EC-2.6.1.9
ATPPHOSPHORIBOSYLTRANS-RXN	EC-2.4.2.17
RXN0-5021	EC-2.7.7.102	EC-2.7.7.101
RXN-9952	EC-1.1.1.44
RXN-8001	EC-1.1.1.23
THIAZOLSYN2-RXN	EC-2.8.1.10
HISTOLDEHYD-RXN	
RXN-9789	EC-2.7.7.73
RXN-17126	EC-1.3.1
HISTALDEHYD-RXN	
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10	EC-1.3.1.104	EC-1.3.1.39
RXN0-6274	EC-2.5.1.75
RXN-17363	EC-2.3.1.269
IMIDPHOSDEHYD-RXN	EC-4.2.1.19
RXN0-3201	EC-3.4.21
RXN-22553	
RXN-11458	EC-2.5.1
RXN-22427	
RXN-11578	EC-2.1.1.170
KANAMYCIN-KINASE-RXN	EC-2.7.1.95
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN-22554	
GLUTAMIDOTRANS-RXN	EC-4.3.2.10
RXN-17900	
RXN0-5414	EC-3.5.1
PRIBFAICARPISOM-RXN	EC-5.3.1.16
3.1.26.11-RXN	EC-3.1.26.11
HISTCYCLOHYD-RXN	EC-3.5.4.19
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
P-PANTOCYSLIG-RXN	EC-6.3.2.5
NADPH-DEHYDROGENASE-FLAVIN-RXN	EC-1.5.1.30
RXN-22914	
RXN-14270	EC-2.4.2.7
HISTIDPHOS-RXN	EC-3.1.3.15
RXN-22915	
RXN-17393	EC-4.2.2
2-NITROPROPANE-DIOXYGENASE-RXN	EC-1.13.12.16
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
RXN0-6359	EC-2.8.1.1
2PGADEHYDRAT-RXN	EC-4.2.1.11
THIOSULFATE-SULFURTRANSFERASE-RXN	EC-2.8.1.1
RXN0-5190	EC-4.2.2
RXN-17391	EC-4.2.2
RXN-19040	EC-2.8.1.1
RXN-17392	EC-4.2.2
RXN-16322	EC-1.13.12.16
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
RXNQT-4165	EC-1.1.1.85
RXN-18208	
RXN0-5234	EC-4.1.2
RXN-18209	
RXN0-20	EC-2.5.1.145
RXN-20037	EC-2.8.1.7
RXN0-901	EC-1.17.1.4
RXN-12621	
RXNQT-4168	EC-1.1.1.85
RXN-18206	
RXN-18207	
RXN185E-10	
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
RXNQT-4171	EC-1.1.1.85
RXN-14188	EC-3.6.1
RXN-18204	
RXN-18205	
RXN-11754	EC-2.1.1.201
RXN-22700	EC-2.8.1.7
RXN-18707	
RXN-13853	EC-1.7.1
RXNQT-4174	EC-1.1.1.85
RXN-18202	
RXN-18203	
TRANS-RXN-477	
RXN-21560	EC-2.8.1.7
RXNQT-4178	EC-1.1.1.85
RXN-18200	
3.2.1.26-RXN	EC-3.2.1
RXN-18201	
RXN-7904	EC-6.2.1.3
6.1.1.13-RXN	EC-2.3.1
RXN-13158	EC-1.1.1.85
3-ISOPROPYLMALDEHYDROG-RXN	
RXN-7800	
PYRIMSYN3-RXN	EC-2.7.4.7
RXN-14986	EC-1.1.1.85
RXN-18210	
KDPGALDOL-RXN	EC-4.1.2.55	EC-4.1.2.14
RXN-12588	EC-2.8.1.7
RXN-12587	
RXN-18211	
RXN-22698	EC-2.8.1.7
RXN-22697	
RXN-13163	EC-4.2.1.33
RXN0-4022	EC-1.7.1.13
RXN-8991	
RXN-12104	EC-1.17.99.6
3-ISOPROPYLMALISOM-RXN	
RXN-16380	EC-6.2.1.3
RXN-14385	EC-2.8.1.7
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
RXN0-7023	EC-3.1.13
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-21566	EC-2.8.1.7
RXN-21565	
RXN0-1061	EC-3.6.4.10	EC-5.6.1.7
RXN-9787	EC-2.8.1.7
RXN0-308	
RXN-1381	EC-2.3.1.15
ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86
RXN-10462	EC-2.3.1.15
RXN-14382	
ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86
THREDEHYD-RXN	EC-4.3.1.19
RXN-15122	
PGPPHOSPHA-RXN	EC-3.1.3.27
RXN-15127	EC-3.5.99.10
5.99.1.2-RXN	EC-5.6.2.1
RXN-15881	EC-2.8.1.7
2.1.1.74-RXN	EC-2.1.1.74
GLCNACPTRANS-RXN	EC-2.7.8.33
GLUTKIN-RXN	EC-2.7.2.11
RXN0-6478	EC-3.1.26.12
RXN0-6482	EC-2.7.7.56
GLUTSEMIALDEHYDROG-RXN	EC-1.2.1.41
RXN0-6484	EC-3.1.13.5
RXN0-6483	EC-3.1.13.5
RXN0-6481	EC-2.7.7.56
RXN0-6485	EC-3.1.26.12
ASPCARBTRANS-RXN	EC-2.1.3.2
3.2.1.83-RXN	EC-3.2.1.83
RXN-11835	EC-5.4.99.21
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
RXN-11842	EC-5.4.99.28
6.3.2.7-RXN	EC-6.3.2.7
UDP-NACMURALA-GLU-LIG-RXN	EC-6.3.2.9
RXN-11029	EC-2.4.1.227
RXN-12195	EC-3.6.1.15
RXN-8976	EC-2.4.1.227
RXN-22615	EC-2.4.1.227
RXN-22611	EC-2.4.1.227
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
RXN-11346	EC-2.4.1.227
RXN-22585	EC-4.2.1.178
NACGLCTRANS-RXN	EC-2.4.1.227
3.1.22.4-RXN	EC-3.1.21.10
4.2.2.18-RXN	EC-4.2.2.18
RXN-9985	EC-3.2.1.26
3.4.24.38-RXN	EC-3.4.24.38
RXN-9623	EC-6.2.1.3
RXN-22587	EC-3.2.1.26
DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12
RXN-9644	EC-6.2.1.3
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.44
3.2.1.48-RXN	EC-3.2.1.26	EC-3.2.1.48
RXN0-7012	EC-2.7.8.41
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
CARDIOLIPSYN-RXN	EC-2.7.8.41
RXN-8141	EC-2.7.8.41
RXN-16393	EC-6.2.1.2	EC-6.2.1.3
3.4.24.11-RXN	EC-3.4.24.11
RXN-17954	EC-2.7.8.37
RXN-17955	EC-3.6.1.63
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1.67
RXN-17956	EC-4.7.1.1
RXN-19915	EC-2.7.1.4
CHOLINE-KINASE-RXN	EC-2.7.1.32
RXN-10017	
RXN-10015	
RXN0-6710	EC-3.1.4.55
RXN-7605	EC-2.1.1
RXN0-1401	EC-2.7.4.23
PYRUVFORMLY-RXN	EC-2.3.1.54
DEPHOSPHOCOAKIN-RXN	EC-2.7.1.24
RXN0-1081	EC-3.5.4
FRUCTOKINASE-RXN	EC-2.7.1.4
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	EC-1.1.3.21
RXN0-4961	EC-3.1.11
GLYCEROL-KIN-RXN	EC-2.7.1.30
3.2.2.21-RXN	EC-3.2.2.21
RXN-8457	EC-6.4.1.7
RXN0-5375	EC-1.7.1.17
2-METHYLCITRATE-SYNTHASE-RXN	EC-2.3.3.5
RXN-19631	EC-1.13.12.4
RXN-14047	EC-4.2.1.3
R345-RXN	EC-6.3.5.10
1.5.1.20-RXN	EC-1.5.1.20
ACONITATEDEHYDR-RXN	
ACONITATEHYDR-RXN	
HOMOCYSMET-RXN	EC-2.1.1.14
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
NAD-SYNTH-GLN-RXN	EC-6.3.5.1
RXN-12730	EC-2.1.1.14
TRIPHOSPHATASE-RXN	EC-3.6.1.25
ISOCITDEH-RXN	EC-1.1.1.42
RXN-9951	
RXN-8642	
RXN0-5413	EC-2.4.1
RXN-7657	EC-1.1.1.1
TRANS-RXN-250	EC-7.2.2.14
R4-RXN	EC-1.11.1.26
RXN-20692	
3.4.21.92-RXN	EC-3.4.21.92
RXN-20691	
RXN-18014	EC-6.2.1.54
RXN-18011	
RXN-18012	
TRANS-RXN-194	EC-7.2.2.10
RXN-16037	EC-2.5.1
RXN-14992	EC-2.1.1.297
GLUTAMATE-DEHYDROGENASE-RXN	EC-1.4.1.2
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	EC-5.5.1.4
RXN-12611	EC-2.5.1.3
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
RXN-19387	EC-1.1.1.91
THI-P-SYN-RXN	EC-2.5.1.3
GPPSYN-RXN	EC-2.5.1.1
RXN-12610	EC-2.5.1.3
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
CARBOXYLESTERASE-RXN	EC-3.1.1.1
3.4.11.4-RXN	EC-3.4.11.4
RXN-21077	EC-4.2.99
3.1.1.64-RXN	EC-3.1.1.1
RXN-21072	EC-4.2.99
RXN-12575	EC-3.1.1.1
HISTPRATPHYD-RXN	EC-3.6.1.31
OHMETPYRKIN-RXN	EC-2.7.1.49
RXN0-2661	EC-3.2.2.31
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
THIAZOLSYN3-RXN	EC-2.7.1.50
RXN-10767	EC-3.1.1.1
TDCEACT-RXN	EC-1.97.1.4
UDPGLCNACEPIM-RXN	EC-5.1.3.14
RXN0-5295	EC-3.2.1
GDPKIN-RXN	EC-2.7.4.6
RXN-11836	EC-5.4.99.22
RXN0-5297	EC-3.2.1
RXN-21036	EC-7.2.2
RETINYL-PALMITATE-ESTERASE-RXN	EC-3.1.1.1
RNTRACTIV-RXN	EC-1.97.1
GLUTRACE-RXN	EC-5.1.1.3
PSERPHOSPHA-RXN	EC-3.1.3.3
DIAMINOPIMDECARB-RXN	EC-4.1.1.20
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	EC-1.1.98.6
RXN0-5114	EC-3.1.3.3
RXN-12252	EC-3.1.1.1
RXN0-746	EC-1.1.98.6
DTDPKIN-RXN	EC-2.7.4.6
GLUTAMATESYN-RXN	EC-1.4.1.13
RXN0-724	EC-1.1.98.6
RXN-20084	
DUDPKIN-RXN	EC-2.7.4.6
DCDPKIN-RXN	EC-2.7.4.6
RXN0-745	EC-1.1.98.6
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	EC-2.6.1.42
RXN0-723	EC-1.1.98.6
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2
RXNQT-4366	EC-3.1.1.1
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.35
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
N-ACETYLTRANSFER-RXN	EC-2.3.1.1
PYRAZIN-RXN	EC-3.5.1.4
RXN-10711	EC-3.1.1.1
RXN-18666	EC-6.2.1
RXN-14564	
RXN-14565	
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
RXN18C3-61	EC-3.1.1.1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	EC-2.6.1.1	EC-2.6.1.27
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
RXN0-6385	EC-2.8.1
PMPOXI-RXN	EC-1.4.3.5
ABC-27-RXN	EC-7.3.2.1
GLUTDECARBOX-RXN	EC-4.1.1.15
RXN-22326	EC-7.3.2.1
RXN0-5055	EC-2.1.3.15
2.7.1.121-RXN	EC-2.7.1.121
RXN-21080	
RXN0-2161	EC-6.1.1.11
RXN0-7169	
RXN-10814	EC-2.6.1.1	EC-2.6.1.57	EC-2.6.1.27
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
RXN-12726	EC-2.5.1.47
RXN-15164	EC-2.7.1.191
RXN-17960	EC-2.3.1.280
RXN-15087	EC-2.7.1.191
ACSERLY-RXN	EC-2.5.1.47
RXN0-7014	EC-2.3.1.280
RXN-15162	EC-2.7.1.191
RXN-17961	EC-2.3.1.280
TRANS-RXN-165	EC-2.7.1.191
RXN-11737	EC-2.6.1.1
RXN-15165	EC-2.7.1.191
RXN-17962	EC-2.3.1.280
RXN-12436	EC-3.1.6
RXN-12435	EC-3.2.1
RXN-12439	EC-3.1.6
TRANS-RXN-167A	EC-2.7.1.191
RXN-17963	EC-2.3.1.280
2.1.1.63-RXN	EC-2.1.1.63
RXN-7913	EC-2.7.4.25	EC-2.7.4.14	EC-2.7.4.13
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
RXN-17824	EC-2.1.1.63
PUTRESCINE-CARBAMOYLTRANSFERASE-RXN	EC-2.1.3.6
RXN0-5510	EC-3.6.1
AGMATINE-DEIMINASE-RXN	EC-3.5.3.12
ASPAMINOTRANS-RXN	EC-2.6.1.1
RXN-13697	EC-2.6.1.1
RXN-19814	EC-3.1.4.59
CARBAMATE-KINASE-RXN	EC-2.7.2.2
RIBOPHOSPHAT-RXN	EC-3.1.3.104
RXN-14196	
TYROSINE-AMINOTRANSFERASE-RXN	EC-2.6.1.1	EC-2.6.1.57	EC-2.6.1.5	EC-2.6.1.27
RXN-19659	
RXN-12625	EC-3.2.1.52
3.1.13.3-RXN	EC-3.1.13.3
RXN-22591	EC-3.2.1.52
RXN-18684	EC-2.4.1
RXN-22612	EC-3.2.1.52
3.2.1.70-RXN	EC-3.2.1.70
GALACTOACETYLTRAN-RXN	EC-2.3.1.18
RXN-6703	EC-1.8.99
RXN-21432	EC-3.2.1.52
RXN-6701	EC-1.11.1.17
RXN0-4261	EC-5.6.2.3
RXN-11135	EC-5.6.2.4
RXN-18082	EC-3.2.1.52
RXN0-5181	EC-3.2.1.1
RXN-12626	EC-3.2.1.52
ALPHA-AMYL-RXN	EC-3.2.1.1
3.2.1.1-RXN	EC-3.2.1.1
RXN-1823	EC-3.2.1.1
3.2.1.52-RXN	EC-3.2.1.52
PENICILLIN-AMIDASE-RXN	EC-3.5.1.11
RXN-9632	EC-2.3.1.41
RXN-17099	EC-3.5.1.11
RXN0-5226	EC-3.2.1.52
3.2.1.10-RXN	EC-3.2.1.10
MALTOSE-PHOSPHORYLASE-RXN	EC-2.4.1.8
CTPSYN-RXN	EC-6.3.4.2
RXN-14325	
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN	EC-2.6.1.51
PYRAMKIN-RXN	EC-2.7.1.35
PNKIN-RXN	EC-2.7.1.35
DXS-RXN	EC-2.2.1.7
PYRIDOXKIN-RXN	EC-2.7.1.35
RXN0-6994	EC-3.2.1.86
RXN66-526	EC-3.1.3.58	EC-3.1.3.9
GUANYL-KIN-RXN	EC-2.7.4.8
RXN-22498	EC-2.7.4.8
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EC-2.1.2.9
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86
RXN-11591	EC-2.1.1.176
RXN1G-4	EC-2.3.1.189
RXN0-7002	EC-3.2.1.86
3.1.3.16-RXN	EC-3.1.3.16
PROTEIN-KINASE-RXN	EC-2.7.12.1	EC-2.7.11.12	EC-2.7.11.17	EC-2.7.11.1	EC-2.7.11.13	EC-2.7.11.22	EC-2.7.11.21
3.1.1.72-RXN	EC-3.1.1.72
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6
RXN0-1441	EC-3.6.1.53	EC-3.6.1.13
RXN-16995	
RXN-9220	EC-2.1.1.163
RXN-16996	
GCVMULTI-RXN	EC-1.4.1.27
GCVP-RXN	EC-1.4.4.2
GCVT-RXN	EC-2.1.2.10
RXN0-6550	EC-3.2.2.9
2.4.1.216-RXN	EC-2.4.1.216
RXN-9205	EC-2.1.1.163
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.9	EC-3.2.2.16
TRANS-RXN-153A	EC-2.7.1.199
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
RXN-21219	EC-3.4.22.40
